	parent	trade_efficiency	profit	avg_float_parent	sales	trade_cost	weights	outcome_sum	outcome_prices	outcome_names
274	StatTrak™ CZ75-Auto | Eco (Battle-Scarred)	0.348	12.337	0.445	1	35.5	0.0109	47.836999999999996	85.8,28.665,29.045	StatTrak™ M4A1-S | Nightmare (Well-Worn),StatTrak™ Sawed-Off | Devourer (Field-Tested),StatTrak™ FAMAS | Eye of Athena (Field-Tested)
214	StatTrak™ UMP-45 | Momentum (Factory New)	0.34700000000000003	301.487	0.03	1	869.0	0.267	1170.487	1949.025,391.95	StatTrak™ AK-47 | Asiimov (Factory New),StatTrak™ AWP | Neo-Noir (Factory New)
16	M4A4 | Cyber Security (Field-Tested)	0.34299999999999997	67.664	0.185	1	197.0	0.0599	264.664	497.25,32.078	M4A1-S | Printstream (Minimal Wear),Glock-18 | Neo-Noir (Field-Tested)
169	StatTrak™ UMP-45 | Moonrise (Factory New)	0.337	49.135	0.015	1	145.8	0.0435	194.935	436.8,133.088,14.918	StatTrak™ AUG | Momentum (Factory New),StatTrak™ XM1014 | Incinegator (Minimal Wear),StatTrak™ R8 Revolver | Skull Crusher (Field-Tested)
356	StatTrak™ UMP-45 | Scaffold (Field-Tested)	0.331	21.215	0.175	1	64.0	0.0188	85.215	127.237,70.005,58.402	StatTrak™ M4A1-S | Decimator (Minimal Wear),StatTrak™ AWP | Fever Dream (Minimal Wear),StatTrak™ CZ75-Auto | Xiangliu (Minimal Wear)
239	StatTrak™ P250 | Nevermore (Minimal Wear)	0.33	20.845	0.085	1	63.2	0.0185	84.045	80.633,84.728,86.775	StatTrak™ MP5-SD | Phosphor (Factory New),StatTrak™ UMP-45 | Momentum (Factory New),StatTrak™ Desert Eagle | Mecha Industries (Factory New)
84	StatTrak™ Tec-9 | Brother (Minimal Wear)	0.33	23.621	0.09	1	71.5	0.0209	95.12100000000001	93.502,105.203,86.658	StatTrak™ XM1014 | Entombed (Factory New),StatTrak™ Glock-18 | Vogue (Factory New),StatTrak™ M4A4 | Tooth Fairy (Factory New)
53	StatTrak™ XM1014 | Entombed (Minimal Wear)	0.32799999999999996	193.52	0.085	1	589.4	0.1714	782.92	1169.025,396.815	StatTrak™ Desert Eagle | Printstream (Factory New),StatTrak™ AK-47 | Legion of Anubis (Factory New)
175	StatTrak™ P90 | Off World (Field-Tested)	0.326	3.549	0.165	1	10.9	0.0031	14.449000000000002	29.026,19.5,2.194,7.312,14.216	StatTrak™ AWP | Atheris (Field-Tested),StatTrak™ Desert Eagle | Light Rail (Minimal Wear),StatTrak™ MP5-SD | Gauss (Field-Tested),StatTrak™ Tec-9 | Bamboozle (Minimal Wear),StatTrak™ UMP-45 | Moonrise (Factory New)
215	Desert Eagle | Mecha Industries (Factory New)	0.32299999999999995	92.98100000000001	0.03	1	288.0	0.0823	380.981	598.65,163.312	AK-47 | Asiimov (Factory New),AWP | Neo-Noir (Factory New)
216	StatTrak™ Desert Eagle | Mecha Industries (Factory New)	0.315	280.487	0.03	1	890.0	0.2484	1170.487	1949.025,391.95	StatTrak™ AK-47 | Asiimov (Factory New),StatTrak™ AWP | Neo-Noir (Factory New)
513	MAG-7 | Cobalt Core (Minimal Wear)	0.315	3.437	0.075	1	10.9	0.003	14.337	19.529,17.433,7.927,12.46	Galil AR | Stone Cold (Factory New),P250 | Wingshot (Factory New),M249 | Nebula Crusader (Minimal Wear),MP7 | Special Delivery (Factory New)
625	M4A4 | Zirka (Well-Worn)	0.313	277.91700000000003	0.995	1	888.8	0.2461	1166.7169999999999	2437.5,580.027,482.625	P90 | Emerald Dragon (Battle-Scarred),AWP | Graphite (Minimal Wear),P2000 | Ocean Foam (Minimal Wear)
346	StatTrak™ G3SG1 | Hunter (Minimal Wear)	0.312	3.12	0.095	1	10.0	0.0028	13.12	15.21,11.505,11.407,15.307,12.168	StatTrak™ CZ75-Auto | Tacticat (Factory New),StatTrak™ XM1014 | Ziggy (Factory New),StatTrak™ UMP-45 | Exposure (Factory New),StatTrak™ SG 553 | Phantom (Factory New),StatTrak™ MP9 | Goo (Factory New)
290	StatTrak™ MP7 | Powercore (Minimal Wear)	0.309	35.804	0.085	1	116.0	0.0317	151.804	204.75,129.772,120.89	StatTrak™ M4A1-S | Nightmare (Minimal Wear),StatTrak™ Sawed-Off | Devourer (Factory New),StatTrak™ FAMAS | Eye of Athena (Factory New)
135	StatTrak™ AUG | Death by Puppy (Minimal Wear)	0.308	172.52	0.085	1	559.9	0.1528	732.42	1184.625,280.215	StatTrak™ AWP | Wildfire (Factory New),StatTrak™ FAMAS | Commemoration (Factory New)
22	Five-SeveN | Fairy Tale (Field-Tested)	0.307	62.163999999999994	0.185	1	202.5	0.055	264.664	497.25,32.078	M4A1-S | Printstream (Minimal Wear),Glock-18 | Neo-Noir (Field-Tested)
206	StatTrak™ Five-SeveN | Flame Test (Minimal Wear)	0.306	3.1510000000000002	0.075	1	10.3	0.0028	13.450999999999999	15.034,15.015,11.31,15.268,10.627	StatTrak™ MAG-7 | SWAG-7 (Factory New),StatTrak™ UMP-45 | Arctic Wolf (Factory New),StatTrak™ Nova | Wild Six (Factory New),StatTrak™ Glock-18 | Moonrise (Factory New),StatTrak™ Negev | Lionfish (Factory New)
362	Galil AR | Crimson Tsunami (Minimal Wear)	0.306	12.254000000000001	0.08	1	40.0	0.0109	52.254	86.96,37.733,32.068	M4A1-S | Decimator (Factory New),AWP | Fever Dream (Factory New),CZ75-Auto | Xiangliu (Factory New)
60	StatTrak™ Glock-18 | Vogue (Minimal Wear)	0.305	182.92	0.085	1	600.0	0.162	782.92	1169.025,396.815	StatTrak™ Desert Eagle | Printstream (Factory New),StatTrak™ AK-47 | Legion of Anubis (Factory New)
51	StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred)	0.303	8.571	0.445	1	28.3	0.0076	36.871	31.678,38.902,40.034	StatTrak™ M4A4 | Cyber Security (Well-Worn),StatTrak™ Five-SeveN | Fairy Tale (Well-Worn),StatTrak™ USP-S | Monster Mashup (Field-Tested)
518	StatTrak™ Glock-18 | Wraiths (Field-Tested)	0.3	4.561	0.165	1	15.2	0.004	19.761	26.998,21.44,10.813,19.793	StatTrak™ Galil AR | Stone Cold (Minimal Wear),StatTrak™ P250 | Wingshot (Minimal Wear),StatTrak™ M249 | Nebula Crusader (Field-Tested),StatTrak™ MP7 | Special Delivery (Minimal Wear)
141	MP5-SD | Agent (Field-Tested)	0.29100000000000004	5.501	0.175	1	18.9	0.0049	24.401	15.015,35.09,23.098	MP9 | Hydra (Field-Tested),AUG | Death by Puppy (Factory New),P90 | Nostalgia (Minimal Wear)
182	StatTrak™ Galil AR | Akoben (Field-Tested)	0.29	3.2489999999999997	0.165	1	11.2	0.0029	14.449000000000002	29.026,19.5,2.194,7.312,14.216	StatTrak™ AWP | Atheris (Field-Tested),StatTrak™ Desert Eagle | Light Rail (Minimal Wear),StatTrak™ MP5-SD | Gauss (Field-Tested),StatTrak™ Tec-9 | Bamboozle (Minimal Wear),StatTrak™ UMP-45 | Moonrise (Factory New)
335	StatTrak™ SG 553 | Phantom (Field-Tested)	0.28800000000000003	9.283	0.175	1	32.2	0.0082	41.483000000000004	34.808,18.564,71.078	StatTrak™ R8 Revolver | Llama Cannon (Minimal Wear),StatTrak™ PP-Bizon | High Roller (Field-Tested),StatTrak™ M4A1-S | Leaded Glass (Minimal Wear)
384	StatTrak™ Sawed-Off | Zander (Field-Tested)	0.287	2.464	0.155	1	8.6	0.0022	11.064	6.24,11.992,14.82,10.676,11.593	StatTrak™ UMP-45 | Scaffold (Field-Tested),StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear),StatTrak™ M249 | Emerald Poison Dart (Factory New),StatTrak™ XM1014 | Seasons (Minimal Wear),StatTrak™ MAC-10 | Last Dive (Minimal Wear)
349	StatTrak™ Sawed-Off | Morris (Minimal Wear)	0.28600000000000003	2.92	0.095	1	10.2	0.0026	13.12	15.21,11.505,11.407,15.307,12.168	StatTrak™ CZ75-Auto | Tacticat (Factory New),StatTrak™ XM1014 | Ziggy (Factory New),StatTrak™ UMP-45 | Exposure (Factory New),StatTrak™ SG 553 | Phantom (Factory New),StatTrak™ MP9 | Goo (Factory New)
120	AK-47 | Baroque Purple (Well-Worn)	0.28600000000000003	30.938000000000002	0.995	1	108.0	0.0274	138.938	107.25,156.0,146.25,146.25	Dual Berettas | Emerald (Minimal Wear),P90 | Baroque Red (Battle-Scarred),SSG 08 | Orange Filigree (Battle-Scarred),G3SG1 | Violet Murano (Battle-Scarred)
11	StatTrak™ MAC-10 | Button Masher (Minimal Wear)	0.285	16.009	0.075	1	56.2	0.0142	72.209	60.723,52.552,103.35	StatTrak™ MP9 | Food Chain (Minimal Wear),StatTrak™ Galil AR | Chromatic Aberration (Minimal Wear),StatTrak™ XM1014 | XOXO (Factory New)
373	StatTrak™ XM1014 | Seasons (Minimal Wear)	0.285	31.215	0.08	1	109.5	0.0276	140.715	221.812,111.628,88.706	StatTrak™ M4A1-S | Decimator (Factory New),StatTrak™ AWP | Fever Dream (Factory New),StatTrak™ CZ75-Auto | Xiangliu (Factory New)
74	StatTrak™ M4A4 | Tooth Fairy (Battle-Scarred)	0.285	64.087	0.445	1	225.0	0.0567	289.087	428.512,149.662	StatTrak™ Desert Eagle | Printstream (Field-Tested),StatTrak™ AK-47 | Legion of Anubis (Field-Tested)
344	StatTrak™ MP9 | Goo (Field-Tested)	0.284	9.183	0.175	1	32.3	0.0081	41.483000000000004	34.808,18.564,71.078	StatTrak™ R8 Revolver | Llama Cannon (Minimal Wear),StatTrak™ PP-Bizon | High Roller (Field-Tested),StatTrak™ M4A1-S | Leaded Glass (Minimal Wear)
230	StatTrak™ G3SG1 | Scavenger (Minimal Wear)	0.28300000000000003	15.41	0.115	1	54.4	0.0136	69.81	37.927,84.728,86.775	StatTrak™ MP5-SD | Phosphor (Minimal Wear),StatTrak™ UMP-45 | Momentum (Factory New),StatTrak™ Desert Eagle | Mecha Industries (Factory New)
65	M4A4 | Tooth Fairy (Field-Tested)	0.28300000000000003	41.881	0.185	1	148.0	0.0371	189.88099999999997	305.175,74.587	Desert Eagle | Printstream (Minimal Wear),AK-47 | Legion of Anubis (Minimal Wear)
381	StatTrak™ PP-Bizon | Jungle Slipstream (Field-Tested)	0.282	2.202	0.27	1	7.8	0.0019	10.002	6.24,11.992,9.506,10.676,11.593	StatTrak™ UMP-45 | Scaffold (Field-Tested),StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear),StatTrak™ M249 | Emerald Poison Dart (Minimal Wear),StatTrak™ XM1014 | Seasons (Minimal Wear),StatTrak™ MAC-10 | Last Dive (Minimal Wear)
219	StatTrak™ MAC-10 | Pipe Down (Field-Tested)	0.282	9.789	0.185	1	34.7	0.0087	44.489	37.927,40.745,54.795	StatTrak™ MP5-SD | Phosphor (Minimal Wear),StatTrak™ UMP-45 | Momentum (Minimal Wear),StatTrak™ Desert Eagle | Mecha Industries (Minimal Wear)
450	StatTrak™ PP-Bizon | Harvester (Field-Tested)	0.27899999999999997	2.205	0.225	1	7.9	0.002	10.105	14.918,6.62,4.124,12.188,12.675	StatTrak™ AWP | Phobos (Minimal Wear),StatTrak™ R8 Revolver | Reboot (Field-Tested),StatTrak™ Sawed-Off | Limelight (Field-Tested),StatTrak™ AUG | Aristocrat (Minimal Wear),StatTrak™ P90 | Chopper (Minimal Wear)
456	StatTrak™ MAC-10 | Carnivore (Field-Tested)	0.27899999999999997	2.205	0.225	1	7.9	0.002	10.105	14.918,6.62,4.124,12.188,12.675	StatTrak™ AWP | Phobos (Minimal Wear),StatTrak™ R8 Revolver | Reboot (Field-Tested),StatTrak™ Sawed-Off | Limelight (Field-Tested),StatTrak™ AUG | Aristocrat (Minimal Wear),StatTrak™ P90 | Chopper (Minimal Wear)
156	M249 | Aztec (Field-Tested)	0.278	5.301	0.175	1	19.1	0.0047	24.401	15.015,35.09,23.098	MP9 | Hydra (Field-Tested),AUG | Death by Puppy (Factory New),P90 | Nostalgia (Minimal Wear)
599	StatTrak™ UMP-45 | Corporal (Minimal Wear)	0.27699999999999997	5.82	0.095	1	21.0	0.0052	26.82	24.277,35.363,37.508,10.13	StatTrak™ MAC-10 | Heat (Minimal Wear),StatTrak™ USP-S | Guardian (Factory New),StatTrak™ SG 553 | Pulse (Minimal Wear),StatTrak™ FAMAS | Sergeant (Field-Tested)
210	MP5-SD | Phosphor (Factory New)	0.275	82.181	0.03	1	298.8	0.0728	380.981	598.65,163.312	AK-47 | Asiimov (Factory New),AWP | Neo-Noir (Factory New)
101	StatTrak™ MAG-7 | Justice (Field-Tested)	0.273	61.625	0.175	1	226.0	0.0546	287.625	138.45,436.8	StatTrak™ Glock-18 | Bullet Queen (Field-Tested),StatTrak™ M4A1-S | Player Two (Minimal Wear)
569	StatTrak™ P2000 | Ivory (Field-Tested)	0.272	1.902	0.23	1	7.0	0.0017	8.902000000000001	4.056,8.248,8.093,15.21	StatTrak™ CZ75-Auto | Tigris (Field-Tested),StatTrak™ PP-Bizon | Osiris (Minimal Wear),StatTrak™ P250 | Supernova (Minimal Wear),StatTrak™ Nova | Koi (Factory New)
151	P250 | Inferno (Field-Tested)	0.271	5.2010000000000005	0.175	1	19.2	0.0046	24.401	15.015,35.09,23.098	MP9 | Hydra (Field-Tested),AUG | Death by Puppy (Factory New),P90 | Nostalgia (Minimal Wear)
136	StatTrak™ AUG | Death by Puppy (Field-Tested)	0.26899999999999996	88.899	0.2	1	330.0	0.0787	418.899	682.305,155.493	StatTrak™ AWP | Wildfire (Minimal Wear),StatTrak™ FAMAS | Commemoration (Minimal Wear)
38	StatTrak™ Nova | Clear Polymer (Minimal Wear)	0.268	26.68	0.1	1	99.4	0.0236	126.08	79.034,86.658,212.55	StatTrak™ M4A4 | Cyber Security (Minimal Wear),StatTrak™ Five-SeveN | Fairy Tale (Minimal Wear),StatTrak™ USP-S | Monster Mashup (Factory New)
58	Glock-18 | Vogue (Field-Tested)	0.266	39.881	0.185	1	150.0	0.0353	189.88099999999997	305.175,74.587	Desert Eagle | Printstream (Minimal Wear),AK-47 | Legion of Anubis (Minimal Wear)
551	StatTrak™ USP-S | Blood Tiger (Factory New)	0.264	81.71	0.01	1	310.0	0.0724	391.71	1719.754,101.888,77.903,27.583,31.424	StatTrak™ Desert Eagle | Crimson Web (Factory New),StatTrak™ PP-Bizon | Blue Streak (Factory New),StatTrak™ P90 | Virus (Factory New),StatTrak™ Glock-18 | Steel Disruption (Factory New),StatTrak™ MP7 | Ocean Foam (Factory New)
446	StatTrak™ PP-Bizon | Harvester (Minimal Wear)	0.264	3.748	0.105	1	14.2	0.0033	17.948	23.302,15.385,8.931,20.865,21.255	StatTrak™ AWP | Phobos (Factory New),StatTrak™ R8 Revolver | Reboot (Minimal Wear),StatTrak™ Sawed-Off | Limelight (Minimal Wear),StatTrak™ AUG | Aristocrat (Factory New),StatTrak™ P90 | Chopper (Factory New)
441	StatTrak™ Sawed-Off | Limelight (Field-Tested)	0.261	11.058	0.155	1	42.3	0.0098	53.358000000000004	58.5,66.67,34.905	StatTrak™ M4A4 | Desolate Space (Field-Tested),StatTrak™ SCAR-20 | Bloodsport (Factory New),StatTrak™ P2000 | Imperial Dragon (Minimal Wear)
64	M4A4 | Tooth Fairy (Minimal Wear)	0.26	61.331	0.085	1	235.8	0.0543	297.131	481.162,113.1	Desert Eagle | Printstream (Factory New),AK-47 | Legion of Anubis (Factory New)
128	StatTrak™ P2000 | Obsidian (Field-Tested)	0.259	15.435	0.195	1	59.5	0.0137	74.935	39.877,40.54,144.388	StatTrak™ SSG 08 | Bloodshot (Field-Tested),StatTrak™ SG 553 | Colony IV (Field-Tested),StatTrak™ Tec-9 | Decimator (Minimal Wear)
113	StatTrak™ P2000 | Acid Etched (Field-Tested)	0.258	9.537	0.23	1	37.0	0.0084	46.537	30.995,86.58,22.035	StatTrak™ MAC-10 | Disco Tech (Field-Tested),StatTrak™ AK-47 | Phantom Disruptor (Minimal Wear),StatTrak™ MAG-7 | Justice (Field-Tested)
516	Glock-18 | Wraiths (Minimal Wear)	0.258	2.937	0.075	1	11.4	0.0026	14.337	19.529,17.433,7.927,12.46	Galil AR | Stone Cold (Factory New),P250 | Wingshot (Factory New),M249 | Nebula Crusader (Minimal Wear),MP7 | Special Delivery (Factory New)
339	MP9 | Goo (Field-Tested)	0.257	3.321	0.21	1	12.9	0.0029	16.221	9.068,9.565,30.03	R8 Revolver | Llama Cannon (Field-Tested),PP-Bizon | High Roller (Field-Tested),M4A1-S | Leaded Glass (Minimal Wear)
203	StatTrak™ MP9 | Black Sand (Minimal Wear)	0.257	2.7510000000000003	0.075	1	10.7	0.0024	13.450999999999999	15.034,15.015,11.31,15.268,10.627	StatTrak™ MAG-7 | SWAG-7 (Factory New),StatTrak™ UMP-45 | Arctic Wolf (Factory New),StatTrak™ Nova | Wild Six (Factory New),StatTrak™ Glock-18 | Moonrise (Factory New),StatTrak™ Negev | Lionfish (Factory New)
285	StatTrak™ Nova | Toy Soldier (Field-Tested)	0.255	12.694	0.21	1	49.8	0.0112	62.494	101.4,28.665,57.418	StatTrak™ M4A1-S | Nightmare (Field-Tested),StatTrak™ Sawed-Off | Devourer (Field-Tested),StatTrak™ FAMAS | Eye of Athena (Minimal Wear)
581	G3SG1 | Green Apple (Minimal Wear)	0.251	2.0069999999999997	0.085	1	8.0	0.0018	10.007	9.36,10.52,10.14	Desert Eagle | Meteorite (Factory New),CZ75-Auto | Tuxedo (Factory New),Galil AR | Tuxedo (Factory New)
507	StatTrak™ SCAR-20 | Green Marine (Field-Tested)	0.251	3.9610000000000003	0.165	1	15.8	0.0035	19.761	26.998,21.44,10.813,19.793	StatTrak™ Galil AR | Stone Cold (Minimal Wear),StatTrak™ P250 | Wingshot (Minimal Wear),StatTrak™ M249 | Nebula Crusader (Field-Tested),StatTrak™ MP7 | Special Delivery (Minimal Wear)
473	MAG-7 | Praetorian (Minimal Wear)	0.249	13.460999999999999	0.09	1	54.1	0.0119	67.561	89.017,44.265,69.401	Desert Eagle | Kumicho Dragon (Factory New),AWP | Elite Build (Minimal Wear),Nova | Hyper Beast (Factory New)
150	StatTrak™ Five-SeveN | Buddy (Field-Tested)	0.248	11.815999999999999	0.175	1	47.6	0.0105	59.416000000000004	29.133,96.466,52.65	StatTrak™ MP9 | Hydra (Field-Tested),StatTrak™ AUG | Death by Puppy (Factory New),StatTrak™ P90 | Nostalgia (Minimal Wear)
186	StatTrak™ P250 | Verdigris (Field-Tested)	0.24600000000000002	2.8489999999999998	0.165	1	11.6	0.0025	14.449000000000002	29.026,19.5,2.194,7.312,14.216	StatTrak™ AWP | Atheris (Field-Tested),StatTrak™ Desert Eagle | Light Rail (Minimal Wear),StatTrak™ MP5-SD | Gauss (Field-Tested),StatTrak™ Tec-9 | Bamboozle (Minimal Wear),StatTrak™ UMP-45 | Moonrise (Factory New)
594	StatTrak™ MAG-7 | Heaven Guard (Field-Tested)	0.245	3.282	0.18	1	13.4	0.0029	16.682000000000002	10.316,35.363,10.92,10.13	StatTrak™ MAC-10 | Heat (Field-Tested),StatTrak™ USP-S | Guardian (Factory New),StatTrak™ SG 553 | Pulse (Field-Tested),StatTrak™ FAMAS | Sergeant (Field-Tested)
89	StatTrak™ Galil AR | Connexion (Field-Tested)	0.244	10.655999999999999	0.195	1	43.6	0.0094	54.256	57.466,58.5,46.8	StatTrak™ XM1014 | Entombed (Minimal Wear),StatTrak™ Glock-18 | Vogue (Minimal Wear),StatTrak™ M4A4 | Tooth Fairy (Minimal Wear)
57	Glock-18 | Vogue (Minimal Wear)	0.243	58.131	0.085	1	239.0	0.0515	297.131	481.162,113.1	Desert Eagle | Printstream (Factory New),AK-47 | Legion of Anubis (Factory New)
478	Five-SeveN | Triumvirate (Minimal Wear)	0.242	13.161	0.09	1	54.4	0.0117	67.561	89.017,44.265,69.401	Desert Eagle | Kumicho Dragon (Factory New),AWP | Elite Build (Minimal Wear),Nova | Hyper Beast (Factory New)
15	M4A4 | Cyber Security (Minimal Wear)	0.242	94.477	0.085	1	390.0	0.0837	484.477	897.975,70.98	M4A1-S | Printstream (Factory New),Glock-18 | Neo-Noir (Minimal Wear)
123	StatTrak™ PP-Bizon | Embargo (Factory New)	0.239	87.54700000000001	0.02	1	365.6	0.0775	453.147	757.575,296.887,304.98	StatTrak™ SSG 08 | Bloodshot (Minimal Wear),StatTrak™ SG 553 | Colony IV (Factory New),StatTrak™ Tec-9 | Decimator (Factory New)
602	StatTrak™ UMP-45 | Corporal (Battle-Scarred)	0.23800000000000002	2.623	0.39	1	11.0	0.0023	13.623	9.643,24.18,10.92,9.75	StatTrak™ MAC-10 | Heat (Well-Worn),StatTrak™ USP-S | Guardian (Minimal Wear),StatTrak™ SG 553 | Pulse (Field-Tested),StatTrak™ FAMAS | Sergeant (Battle-Scarred)
165	StatTrak™ SCAR-20 | Assault (Field-Tested)	0.237	1.54	0.185	1	6.5	0.0014	8.04	5.187,11.398,8.083,7.829,7.703	StatTrak™ MP5-SD | Agent (Field-Tested),StatTrak™ UMP-45 | Plastique (Minimal Wear),StatTrak™ Five-SeveN | Buddy (Minimal Wear),StatTrak™ P250 | Inferno (Minimal Wear),StatTrak™ M249 | Aztec (Minimal Wear)
552	StatTrak™ CZ75-Auto | Hexane (Factory New)	0.23600000000000002	74.81	0.01	1	316.9	0.0662	391.71	1719.754,101.888,77.903,27.583,31.424	StatTrak™ Desert Eagle | Crimson Web (Factory New),StatTrak™ PP-Bizon | Blue Streak (Factory New),StatTrak™ P90 | Virus (Factory New),StatTrak™ Glock-18 | Steel Disruption (Factory New),StatTrak™ MP7 | Ocean Foam (Factory New)
601	StatTrak™ UMP-45 | Corporal (Battle-Scarred)	0.233	2.5669999999999997	0.385	1	11.0	0.0023	13.567	9.643,24.18,10.92,9.526	StatTrak™ MAC-10 | Heat (Well-Worn),StatTrak™ USP-S | Guardian (Minimal Wear),StatTrak™ SG 553 | Pulse (Field-Tested),StatTrak™ FAMAS | Sergeant (Well-Worn)
405	StatTrak™ G3SG1 | Stinger (Field-Tested)	0.233	6.249	0.195	1	26.8	0.0055	33.049	34.125,34.808,30.215	StatTrak™ FAMAS | Mecha Industries (Minimal Wear),StatTrak™ P90 | Shallow Grave (Minimal Wear),StatTrak™ Sawed-Off | Wasteland Princess (Minimal Wear)
398	StatTrak™ P250 | Ripple (Field-Tested)	0.228	1.662	0.285	1	7.3	0.0015	8.962	6.24,6.796,9.506,10.676,11.593	StatTrak™ UMP-45 | Scaffold (Field-Tested),StatTrak™ Galil AR | Crimson Tsunami (Field-Tested),StatTrak™ M249 | Emerald Poison Dart (Minimal Wear),StatTrak™ XM1014 | Seasons (Minimal Wear),StatTrak™ MAC-10 | Last Dive (Minimal Wear)
391	StatTrak™ MP7 | Akoben (Field-Tested)	0.228	1.662	0.285	1	7.3	0.0015	8.962	6.24,6.796,9.506,10.676,11.593	StatTrak™ UMP-45 | Scaffold (Field-Tested),StatTrak™ Galil AR | Crimson Tsunami (Field-Tested),StatTrak™ M249 | Emerald Poison Dart (Minimal Wear),StatTrak™ XM1014 | Seasons (Minimal Wear),StatTrak™ MAC-10 | Last Dive (Minimal Wear)
121	StatTrak™ MP7 | Neon Ply (Factory New)	0.228	84.24700000000001	0.02	1	368.9	0.0746	453.147	757.575,296.887,304.98	StatTrak™ SSG 08 | Bloodshot (Minimal Wear),StatTrak™ SG 553 | Colony IV (Factory New),StatTrak™ Tec-9 | Decimator (Factory New)
292	StatTrak™ MP7 | Powercore (Field-Tested)	0.228	13.267000000000001	0.185	1	58.1	0.0117	71.367	101.4,55.282,57.418	StatTrak™ M4A1-S | Nightmare (Field-Tested),StatTrak™ Sawed-Off | Devourer (Minimal Wear),StatTrak™ FAMAS | Eye of Athena (Minimal Wear)
140	StatTrak™ P90 | Nostalgia (Field-Tested)	0.22699999999999998	77.499	0.2	1	341.4	0.0686	418.899	682.305,155.493	StatTrak™ AWP | Wildfire (Minimal Wear),StatTrak™ FAMAS | Commemoration (Minimal Wear)
530	StatTrak™ Sawed-Off | Origami (Field-Tested)	0.226	1.714	0.155	1	7.6	0.0015	9.314	3.149,26.003,5.977,2.126	StatTrak™ MAG-7 | Heat (Field-Tested),StatTrak™ AWP | Worm God (Factory New),StatTrak™ CZ75-Auto | Pole Position (Minimal Wear),StatTrak™ UMP-45 | Grand Prix (Field-Tested)
21	Five-SeveN | Fairy Tale (Minimal Wear)	0.226	89.177	0.085	1	395.3	0.079	484.477	897.975,70.98	M4A1-S | Printstream (Factory New),Glock-18 | Neo-Noir (Minimal Wear)
313	StatTrak™ AUG | Amber Slipstream (Field-Tested)	0.22399999999999998	2.6460000000000004	0.185	1	11.8	0.0023	14.446	36.065,4.992,15.005,4.856,11.31	StatTrak™ AWP | PAW (Minimal Wear),StatTrak™ CZ75-Auto | Eco (Field-Tested),StatTrak™ G3SG1 | High Seas (Minimal Wear),StatTrak™ Nova | Toy Soldier (Field-Tested),StatTrak™ MP7 | Powercore (Minimal Wear)
365	StatTrak™ Galil AR | Crimson Tsunami (Field-Tested)	0.223	15.515	0.175	1	69.7	0.0137	85.215	127.237,70.005,58.402	StatTrak™ M4A1-S | Decimator (Minimal Wear),StatTrak™ AWP | Fever Dream (Minimal Wear),StatTrak™ CZ75-Auto | Xiangliu (Minimal Wear)
217	StatTrak™ MAC-10 | Pipe Down (Minimal Wear)	0.222	15.245	0.085	1	68.8	0.0135	84.045	80.633,84.728,86.775	StatTrak™ MP5-SD | Phosphor (Factory New),StatTrak™ UMP-45 | Momentum (Factory New),StatTrak™ Desert Eagle | Mecha Industries (Factory New)
267	StatTrak™ CZ75-Auto | Eco (Field-Tested)	0.221	11.294	0.21	1	51.2	0.01	62.494	101.4,28.665,57.418	StatTrak™ M4A1-S | Nightmare (Field-Tested),StatTrak™ Sawed-Off | Devourer (Field-Tested),StatTrak™ FAMAS | Eye of Athena (Minimal Wear)
475	StatTrak™ MAG-7 | Praetorian (Minimal Wear)	0.221	38.995	0.09	1	176.6	0.0345	215.595	281.287,136.5,228.998	StatTrak™ Desert Eagle | Kumicho Dragon (Factory New),StatTrak™ AWP | Elite Build (Minimal Wear),StatTrak™ Nova | Hyper Beast (Factory New)
315	CZ75-Auto | Tacticat (Field-Tested)	0.22	3.2710000000000004	0.175	1	14.9	0.0029	18.171	14.918,9.565,30.03	R8 Revolver | Llama Cannon (Minimal Wear),PP-Bizon | High Roller (Field-Tested),M4A1-S | Leaded Glass (Minimal Wear)
330	SG 553 | Phantom (Field-Tested)	0.22	3.2710000000000004	0.175	1	14.9	0.0029	18.171	14.918,9.565,30.03	R8 Revolver | Llama Cannon (Minimal Wear),PP-Bizon | High Roller (Field-Tested),M4A1-S | Leaded Glass (Minimal Wear)
437	StatTrak™ G3SG1 | Ventilator (Factory New)	0.22	7.334	0.01	1	33.4	0.0065	40.734	117.0,33.91,28.616,12.344,11.797	StatTrak™ Desert Eagle | Directive (Factory New),StatTrak™ Glock-18 | Weasel (Factory New),StatTrak™ SG 553 | Triarch (Factory New),StatTrak™ SCAR-20 | Powercore (Factory New),StatTrak™ MAG-7 | Petroglyph (Factory New)
6	StatTrak™ XM1014 | XOXO (Field-Tested)	0.21899999999999997	48.125	0.185	1	220.0	0.0426	268.125	261.3,274.95	StatTrak™ M4A4 | In Living Color (Minimal Wear),StatTrak™ USP-S | The Traitor (Field-Tested)
