	parent	trade_efficiency	profit	avg_float_parent	sales	trade_cost	weights	outcome_sum	outcome_prices	outcome_names
426	StatTrak™ MAG-7 | Sonar (Field-Tested)	0.218	2.398	0.21	1	11.0	0.0021	13.398	23.107,21.44,5.138,5.84,11.466	StatTrak™ USP-S | Cyrex (Minimal Wear),StatTrak™ M4A1-S | Flashback (Field-Tested),StatTrak™ Dual Berettas | Royal Consorts (Field-Tested),StatTrak™ G3SG1 | Stinger (Minimal Wear),StatTrak™ Nova | Gila (Factory New)
162	StatTrak™ MAC-10 | Classic Crate (Field-Tested)	0.218	1.44	0.185	1	6.6	0.0013	8.04	5.187,11.398,8.083,7.829,7.703	StatTrak™ MP5-SD | Agent (Field-Tested),StatTrak™ UMP-45 | Plastique (Minimal Wear),StatTrak™ Five-SeveN | Buddy (Minimal Wear),StatTrak™ P250 | Inferno (Minimal Wear),StatTrak™ M249 | Aztec (Minimal Wear)
538	StatTrak™ MAG-7 | Firestarter (Field-Tested)	0.217	5.641	0.185	1	26.0	0.005	31.641	25.038,69.498,6.776,25.252	StatTrak™ M4A4 | Griffin (Minimal Wear),StatTrak™ M4A1-S | Basilisk (Minimal Wear),StatTrak™ Sawed-Off | Highwayman (Field-Tested),StatTrak™ Glock-18 | Grinder (Factory New)
320	StatTrak™ CZ75-Auto | Tacticat (Field-Tested)	0.217	7.382999999999999	0.175	1	34.1	0.0065	41.483000000000004	34.808,18.564,71.078	StatTrak™ R8 Revolver | Llama Cannon (Minimal Wear),StatTrak™ PP-Bizon | High Roller (Field-Tested),StatTrak™ M4A1-S | Leaded Glass (Minimal Wear)
493	P90 | Shapewood (Minimal Wear)	0.215	31.182	0.085	1	145.0	0.0276	176.18200000000002	302.25,50.115	M4A4 | Royal Paladin (Factory New),R8 Revolver | Fade (Factory New)
178	StatTrak™ MP7 | Mischief (Field-Tested)	0.214	2.549	0.165	1	11.9	0.0023	14.449000000000002	29.026,19.5,2.194,7.312,14.216	StatTrak™ AWP | Atheris (Field-Tested),StatTrak™ Desert Eagle | Light Rail (Minimal Wear),StatTrak™ MP5-SD | Gauss (Field-Tested),StatTrak™ Tec-9 | Bamboozle (Minimal Wear),StatTrak™ UMP-45 | Moonrise (Factory New)
593	StatTrak™ MAG-7 | Heaven Guard (Minimal Wear)	0.214	4.72	0.095	1	22.1	0.0042	26.82	24.277,35.363,37.508,10.13	StatTrak™ MAC-10 | Heat (Minimal Wear),StatTrak™ USP-S | Guardian (Factory New),StatTrak™ SG 553 | Pulse (Minimal Wear),StatTrak™ FAMAS | Sergeant (Field-Tested)
324	StatTrak™ XM1014 | Ziggy (Field-Tested)	0.213	7.2829999999999995	0.175	1	34.2	0.0064	41.483000000000004	34.808,18.564,71.078	StatTrak™ R8 Revolver | Llama Cannon (Minimal Wear),StatTrak™ PP-Bizon | High Roller (Field-Tested),StatTrak™ M4A1-S | Leaded Glass (Minimal Wear)
557	StatTrak™ Five-SeveN | Fowl Play (Field-Tested)	0.212	32.654	0.295	1	154.0	0.0289	186.65400000000002	92.508,280.8	StatTrak™ P90 | Asiimov (Field-Tested),StatTrak™ M4A1-S | Cyrex (Minimal Wear)
129	MP9 | Hydra (Minimal Wear)	0.212	48.257	0.085	1	228.0	0.0427	276.257	474.825,77.688	AWP | Wildfire (Factory New),FAMAS | Commemoration (Factory New)
550	P90 | Virus (Well-Worn)	0.209	10.033999999999999	0.795	1	48.1	0.0089	58.13399999999999	14.995,161.85,40.95,14.742	AUG | Bengal Tiger (Battle-Scarred),Nova | Bloomstick (Battle-Scarred),AWP | Corticera (Field-Tested),P2000 | Corticera (Field-Tested)
465	StatTrak™ CZ75-Auto | Red Astor (Battle-Scarred)	0.20600000000000002	4.317	0.385	1	21.0	0.0038	25.316999999999997	41.145,15.307,19.5	StatTrak™ P250 | Asiimov (Well-Worn),StatTrak™ AUG | Fleet Flock (Well-Worn),StatTrak™ UMP-45 | Primal Saber (Field-Tested)
249	SSG 08 | Hand Brake (Field-Tested)	0.20600000000000002	5.312	0.245	1	25.8	0.0047	31.112	30.225,16.799,46.312	AK-47 | Safety Net (Minimal Wear),P250 | Vino Primo (Field-Tested),MP7 | Fade (Factory New)
81	StatTrak™ MAC-10 | Allure (Field-Tested)	0.20600000000000002	7.723	0.205	1	37.4	0.0068	45.123000000000005	57.466,31.102,46.8	StatTrak™ XM1014 | Entombed (Minimal Wear),StatTrak™ Glock-18 | Vogue (Field-Tested),StatTrak™ M4A4 | Tooth Fairy (Minimal Wear)
351	StatTrak™ SCAR-20 | Jungle Slipstream (Minimal Wear)	0.204	2.22	0.095	1	10.9	0.002	13.12	15.21,11.505,11.407,15.307,12.168	StatTrak™ CZ75-Auto | Tacticat (Factory New),StatTrak™ XM1014 | Ziggy (Factory New),StatTrak™ UMP-45 | Exposure (Factory New),StatTrak™ SG 553 | Phantom (Factory New),StatTrak™ MP9 | Goo (Factory New)
584	StatTrak™ USP-S | Caiman (Minimal Wear)	0.20199999999999999	360.349	0.075	1	1780.0	0.3191	2140.349	4159.35,121.348	StatTrak™ AK-47 | Vulcan (Factory New),StatTrak™ M4A4 | Desert-Strike (Factory New)
406	Nova | Gila (Minimal Wear)	0.2	3.984	0.09	1	19.9	0.0035	23.884	22.805,24.668,24.18	FAMAS | Mecha Industries (Factory New),P90 | Shallow Grave (Factory New),Sawed-Off | Wasteland Princess (Factory New)
246	M4A4 | Converter (Field-Tested)	0.19699999999999998	5.112	0.245	1	26.0	0.0045	31.112	30.225,16.799,46.312	AK-47 | Safety Net (Minimal Wear),P250 | Vino Primo (Field-Tested),MP7 | Fade (Factory New)
282	StatTrak™ Nova | Toy Soldier (Minimal Wear)	0.19699999999999998	25.004	0.085	1	126.8	0.0221	151.804	204.75,129.772,120.89	StatTrak™ M4A1-S | Nightmare (Minimal Wear),StatTrak™ Sawed-Off | Devourer (Factory New),StatTrak™ FAMAS | Eye of Athena (Factory New)
302	StatTrak™ R8 Revolver | Survivalist (Minimal Wear)	0.196	4.303999999999999	0.085	1	22.0	0.0038	26.304000000000002	59.962,10.784,24.463,12.363,23.946	StatTrak™ AWP | PAW (Factory New),StatTrak™ CZ75-Auto | Eco (Minimal Wear),StatTrak™ G3SG1 | High Seas (Factory New),StatTrak™ Nova | Toy Soldier (Minimal Wear),StatTrak™ MP7 | Powercore (Factory New)
147	StatTrak™ UMP-45 | Plastique (Field-Tested)	0.196	7.457999999999999	0.26	1	38.0	0.0066	45.458	29.133,54.59,52.65	StatTrak™ MP9 | Hydra (Field-Tested),StatTrak™ AUG | Death by Puppy (Minimal Wear),StatTrak™ P90 | Nostalgia (Minimal Wear)
504	SCAR-20 | Green Marine (Minimal Wear)	0.195	2.3369999999999997	0.075	1	12.0	0.0021	14.337	19.529,17.433,7.927,12.46	Galil AR | Stone Cold (Factory New),P250 | Wingshot (Factory New),M249 | Nebula Crusader (Minimal Wear),MP7 | Special Delivery (Factory New)
348	StatTrak™ Tec-9 | Cracked Opal (Minimal Wear)	0.193	2.12	0.095	1	11.0	0.0019	13.12	15.21,11.505,11.407,15.307,12.168	StatTrak™ CZ75-Auto | Tacticat (Factory New),StatTrak™ XM1014 | Ziggy (Factory New),StatTrak™ UMP-45 | Exposure (Factory New),StatTrak™ SG 553 | Phantom (Factory New),StatTrak™ MP9 | Goo (Factory New)
536	StatTrak™ MAG-7 | Firestarter (Minimal Wear)	0.191	8.96	0.085	1	47.0	0.0079	55.96	60.255,123.708,14.625,25.252	StatTrak™ M4A4 | Griffin (Factory New),StatTrak™ M4A1-S | Basilisk (Factory New),StatTrak™ Sawed-Off | Highwayman (Minimal Wear),StatTrak™ Glock-18 | Grinder (Factory New)
410	StatTrak™ P2000 | Turf (Field-Tested)	0.18600000000000003	2.0980000000000003	0.21	1	11.3	0.0019	13.398	23.107,21.44,5.138,5.84,11.466	StatTrak™ USP-S | Cyrex (Minimal Wear),StatTrak™ M4A1-S | Flashback (Field-Tested),StatTrak™ Dual Berettas | Royal Consorts (Field-Tested),StatTrak™ G3SG1 | Stinger (Minimal Wear),StatTrak™ Nova | Gila (Factory New)
431	StatTrak™ CZ75-Auto | Polymer (Field-Tested)	0.18600000000000003	2.0980000000000003	0.21	1	11.3	0.0019	13.398	23.107,21.44,5.138,5.84,11.466	StatTrak™ USP-S | Cyrex (Minimal Wear),StatTrak™ M4A1-S | Flashback (Field-Tested),StatTrak™ Dual Berettas | Royal Consorts (Field-Tested),StatTrak™ G3SG1 | Stinger (Minimal Wear),StatTrak™ Nova | Gila (Factory New)
275	StatTrak™ G3SG1 | High Seas (Field-Tested)	0.185	11.167	0.185	1	60.2	0.0099	71.367	101.4,55.282,57.418	StatTrak™ M4A1-S | Nightmare (Field-Tested),StatTrak™ Sawed-Off | Devourer (Minimal Wear),StatTrak™ FAMAS | Eye of Athena (Minimal Wear)
576	Glock-18 | Death Rattle (Field-Tested)	0.184	1.23	0.185	1	6.7	0.0011	7.93	9.36,7.205,7.225	Desert Eagle | Meteorite (Factory New),CZ75-Auto | Tuxedo (Minimal Wear),Galil AR | Tuxedo (Minimal Wear)
378	StatTrak™ MAC-10 | Last Dive (Minimal Wear)	0.183	21.815	0.08	1	118.9	0.0193	140.715	221.812,111.628,88.706	StatTrak™ M4A1-S | Decimator (Factory New),StatTrak™ AWP | Fever Dream (Factory New),StatTrak™ CZ75-Auto | Xiangliu (Factory New)
376	MAC-10 | Last Dive (Field-Tested)	0.182	5.257000000000001	0.175	1	28.9	0.0047	34.157	52.552,26.227,23.692	M4A1-S | Decimator (Minimal Wear),AWP | Fever Dream (Minimal Wear),CZ75-Auto | Xiangliu (Minimal Wear)
355	StatTrak™ UMP-45 | Scaffold (Minimal Wear)	0.182	21.715	0.08	1	119.0	0.0192	140.715	221.812,111.628,88.706	StatTrak™ M4A1-S | Decimator (Factory New),StatTrak™ AWP | Fever Dream (Factory New),StatTrak™ CZ75-Auto | Xiangliu (Factory New)
191	StatTrak™ MAG-7 | SWAG-7 (Field-Tested)	0.182	3.773	0.235	1	20.7	0.0033	24.473000000000003	24.96,26.13,22.327	StatTrak™ USP-S | Cortex (Field-Tested),StatTrak™ AUG | Stymphalian (Minimal Wear),StatTrak™ AWP | Mortis (Field-Tested)
25	StatTrak™ Five-SeveN | Fairy Tale (Battle-Scarred)	0.18100000000000002	50.527	0.445	1	279.9	0.0447	330.42699999999996	584.512,76.343	StatTrak™ M4A1-S | Printstream (Field-Tested),StatTrak™ Glock-18 | Neo-Noir (Well-Worn)
199	StatTrak™ R8 Revolver | Grip (Minimal Wear)	0.18	2.051	0.075	1	11.4	0.0018	13.450999999999999	15.034,15.015,11.31,15.268,10.627	StatTrak™ MAG-7 | SWAG-7 (Factory New),StatTrak™ UMP-45 | Arctic Wolf (Factory New),StatTrak™ Nova | Wild Six (Factory New),StatTrak™ Glock-18 | Moonrise (Factory New),StatTrak™ Negev | Lionfish (Factory New)
197	StatTrak™ Negev | Lionfish (Field-Tested)	0.18	4.365	0.23	1	24.3	0.0039	28.665	24.96,26.13,34.905	StatTrak™ USP-S | Cortex (Field-Tested),StatTrak™ AUG | Stymphalian (Minimal Wear),StatTrak™ AWP | Mortis (Minimal Wear)
613	StatTrak™ PP-Bizon | Cobalt Halftone (Field-Tested)	0.179	6.41	0.175	1	35.9	0.0057	42.31	50.505,40.346,37.927,40.462	StatTrak™ MP9 | Rose Iron (Factory New),StatTrak™ Dual Berettas | Marina (Minimal Wear),StatTrak™ Nova | Rising Skull (Minimal Wear),StatTrak™ FAMAS | Pulse (Factory New)
133	AUG | Death by Puppy (Minimal Wear)	0.17800000000000002	41.757	0.085	1	234.5	0.037000000000000005	276.257	474.825,77.688	AWP | Wildfire (Factory New),FAMAS | Commemoration (Factory New)
578	Nova | Caged Steel (Minimal Wear)	0.177	1.507	0.085	1	8.5	0.0013	10.007	9.36,10.52,10.14	Desert Eagle | Meteorite (Factory New),CZ75-Auto | Tuxedo (Factory New),Galil AR | Tuxedo (Factory New)
468	StatTrak™ FAMAS | Valence (Field-Tested)	0.17600000000000002	19.36	0.195	1	110.0	0.0171	129.36	183.29,76.343,128.447	StatTrak™ Desert Eagle | Kumicho Dragon (Minimal Wear),StatTrak™ AWP | Elite Build (Field-Tested),StatTrak™ Nova | Hyper Beast (Minimal Wear)
562	StatTrak™ CZ75-Auto | Tigris (Field-Tested)	0.175	7.277	0.23	1	41.6	0.0064	48.876999999999995	40.94,90.675,15.015	StatTrak™ Glock-18 | Water Elemental (Field-Tested),StatTrak™ Desert Eagle | Conspiracy (Factory New),StatTrak™ Five-SeveN | Fowl Play (Field-Tested)
618	SG 553 | Damascus Steel (Field-Tested)	0.174	10.4	0.17	1	59.8	0.0092	70.2	70.2	P2000 | Amber Fade (Factory New)
308	StatTrak™ MP9 | Capillary (Field-Tested)	0.174	2.146	0.185	1	12.3	0.0019	14.446	36.065,4.992,15.005,4.856,11.31	StatTrak™ AWP | PAW (Minimal Wear),StatTrak™ CZ75-Auto | Eco (Field-Tested),StatTrak™ G3SG1 | High Seas (Minimal Wear),StatTrak™ Nova | Toy Soldier (Field-Tested),StatTrak™ MP7 | Powercore (Minimal Wear)
78	StatTrak™ MAG-7 | Monster Call (Battle-Scarred)	0.172	4.3389999999999995	0.445	1	25.2	0.0038	29.539	29.64,31.102,27.875	StatTrak™ XM1014 | Entombed (Field-Tested),StatTrak™ Glock-18 | Vogue (Field-Tested),StatTrak™ M4A4 | Tooth Fairy (Field-Tested)
590	MAC-10 | Heat (Minimal Wear)	0.171	15.622	0.08	1	91.4	0.0138	107.022	248.137,40.755,32.175	AK-47 | Redline (Minimal Wear),Nova | Antique (Factory New),P90 | Trigon (Minimal Wear)
619	PP-Bizon | Brass (Field-Tested)	0.17	10.2	0.17	1	60.0	0.009000000000000001	70.2	70.2	P2000 | Amber Fade (Factory New)
311	StatTrak™ AUG | Amber Slipstream (Minimal Wear)	0.16899999999999998	3.804	0.085	1	22.5	0.0034	26.304000000000002	59.962,10.784,24.463,12.363,23.946	StatTrak™ AWP | PAW (Factory New),StatTrak™ CZ75-Auto | Eco (Minimal Wear),StatTrak™ G3SG1 | High Seas (Factory New),StatTrak™ Nova | Toy Soldier (Minimal Wear),StatTrak™ MP7 | Powercore (Factory New)
499	StatTrak™ PP-Bizon | Fuel Rod (Field-Tested)	0.168	11.387	0.22	1	67.9	0.0101	79.28699999999999	204.75,14.586,18.525	StatTrak™ AK-47 | Point Disarray (Minimal Wear),StatTrak™ G3SG1 | The Executioner (Field-Tested),StatTrak™ P90 | Shapewood (Field-Tested)
237	StatTrak™ Galil AR | Signal (Minimal Wear)	0.16699999999999998	12.045	0.085	1	72.0	0.0107	84.045	80.633,84.728,86.775	StatTrak™ MP5-SD | Phosphor (Factory New),StatTrak™ UMP-45 | Momentum (Factory New),StatTrak™ Desert Eagle | Mecha Industries (Factory New)
137	P90 | Nostalgia (Minimal Wear)	0.166	39.357	0.085	1	236.9	0.0349	276.257	474.825,77.688	AWP | Wildfire (Factory New),FAMAS | Commemoration (Factory New)
523	Negev | Loudmouth (Field-Tested)	0.165	2.89	0.215	1	17.5	0.0026	20.39	13.591,14.43,33.15	SG 553 | Cyrex (Field-Tested),CZ75-Auto | Yellow Jacket (Field-Tested),MP7 | Nemesis (Factory New)
472	StatTrak™ MP7 | Impire (Minimal Wear)	0.165	30.595	0.09	1	185.0	0.0271	215.595	281.287,136.5,228.998	StatTrak™ Desert Eagle | Kumicho Dragon (Factory New),StatTrak™ AWP | Elite Build (Minimal Wear),StatTrak™ Nova | Hyper Beast (Factory New)
542	StatTrak™ UMP-45 | Delusion (Minimal Wear)	0.16399999999999998	6.656000000000001	0.1	1	40.5	0.0059	47.156000000000006	25.038,123.708,14.625,25.252	StatTrak™ M4A4 | Griffin (Minimal Wear),StatTrak™ M4A1-S | Basilisk (Factory New),StatTrak™ Sawed-Off | Highwayman (Minimal Wear),StatTrak™ Glock-18 | Grinder (Factory New)
202	StatTrak™ P2000 | Urban Hazard (Minimal Wear)	0.163	1.6130000000000002	0.085	1	9.9	0.0014	11.513	5.343,15.015,11.31,15.268,10.627	StatTrak™ MAG-7 | SWAG-7 (Minimal Wear),StatTrak™ UMP-45 | Arctic Wolf (Factory New),StatTrak™ Nova | Wild Six (Factory New),StatTrak™ Glock-18 | Moonrise (Factory New),StatTrak™ Negev | Lionfish (Factory New)
93	StatTrak™ MP5-SD | Kitbash (Field-Tested)	0.163	6.3229999999999995	0.205	1	38.8	0.0056	45.123000000000005	57.466,31.102,46.8	StatTrak™ XM1014 | Entombed (Minimal Wear),StatTrak™ Glock-18 | Vogue (Field-Tested),StatTrak™ M4A4 | Tooth Fairy (Minimal Wear)
385	StatTrak™ Sawed-Off | Zander (Field-Tested)	0.163	1.402	0.27	1	8.6	0.0012	10.002	6.24,11.992,9.506,10.676,11.593	StatTrak™ UMP-45 | Scaffold (Field-Tested),StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear),StatTrak™ M249 | Emerald Poison Dart (Minimal Wear),StatTrak™ XM1014 | Seasons (Minimal Wear),StatTrak™ MAC-10 | Last Dive (Minimal Wear)
359	StatTrak™ UMP-45 | Scaffold (Well-Worn)	0.163	9.498	0.525	1	58.2	0.0084	67.69800000000001	102.375,53.527,47.19	StatTrak™ M4A1-S | Decimator (Well-Worn),StatTrak™ AWP | Fever Dream (Field-Tested),StatTrak™ CZ75-Auto | Xiangliu (Field-Tested)
174	StatTrak™ MAC-10 | Whitefish (Battle-Scarred)	0.162	1.1640000000000001	0.445	1	7.2	0.001	8.363999999999999	22.318,12.548,1.979,2.652,2.321	StatTrak™ AWP | Atheris (Well-Worn),StatTrak™ Desert Eagle | Light Rail (Well-Worn),StatTrak™ MP5-SD | Gauss (Well-Worn),StatTrak™ Tec-9 | Bamboozle (Field-Tested),StatTrak™ UMP-45 | Moonrise (Field-Tested)
220	StatTrak™ MAC-10 | Pipe Down (Field-Tested)	0.161	5.597	0.25	1	34.7	0.005	40.297	25.35,40.745,54.795	StatTrak™ MP5-SD | Phosphor (Field-Tested),StatTrak™ UMP-45 | Momentum (Minimal Wear),StatTrak™ Desert Eagle | Mecha Industries (Minimal Wear)
88	StatTrak™ Galil AR | Connexion (Minimal Wear)	0.16	13.120999999999999	0.09	1	82.0	0.0116	95.12100000000001	93.502,105.203,86.658	StatTrak™ XM1014 | Entombed (Factory New),StatTrak™ Glock-18 | Vogue (Factory New),StatTrak™ M4A4 | Tooth Fairy (Factory New)
176	StatTrak™ P90 | Off World (Field-Tested)	0.159	1.734	0.175	1	10.9	0.0015	12.634	29.026,10.423,2.194,7.312,14.216	StatTrak™ AWP | Atheris (Field-Tested),StatTrak™ Desert Eagle | Light Rail (Field-Tested),StatTrak™ MP5-SD | Gauss (Field-Tested),StatTrak™ Tec-9 | Bamboozle (Minimal Wear),StatTrak™ UMP-45 | Moonrise (Factory New)
427	StatTrak™ MAG-7 | Sonar (Field-Tested)	0.159	1.7530000000000001	0.23	1	11.0	0.0016	12.753	23.107,21.44,5.138,2.613,11.466	StatTrak™ USP-S | Cyrex (Minimal Wear),StatTrak™ M4A1-S | Flashback (Field-Tested),StatTrak™ Dual Berettas | Royal Consorts (Field-Tested),StatTrak™ G3SG1 | Stinger (Field-Tested),StatTrak™ Nova | Gila (Factory New)
30	StatTrak™ SSG 08 | Parallax (Battle-Scarred)	0.159	5.522	0.385	1	34.7	0.0049	40.222	37.83,42.802,40.034	StatTrak™ M4A4 | Cyber Security (Field-Tested),StatTrak™ Five-SeveN | Fairy Tale (Field-Tested),StatTrak™ USP-S | Monster Mashup (Field-Tested)
33	StatTrak™ Dual Berettas | Dezastre (Minimal Wear)	0.157	17.08	0.1	1	109.0	0.0151	126.08	79.034,86.658,212.55	StatTrak™ M4A4 | Cyber Security (Minimal Wear),StatTrak™ Five-SeveN | Fairy Tale (Minimal Wear),StatTrak™ USP-S | Monster Mashup (Factory New)
163	StatTrak™ MAG-7 | Popdog (Minimal Wear)	0.156	1.915	0.085	1	12.3	0.0017	14.215	11.7,17.111,13.923,13.913,14.43	StatTrak™ MP5-SD | Agent (Minimal Wear),StatTrak™ UMP-45 | Plastique (Factory New),StatTrak™ Five-SeveN | Buddy (Factory New),StatTrak™ P250 | Inferno (Factory New),StatTrak™ M249 | Aztec (Factory New)
160	StatTrak™ MAC-10 | Classic Crate (Minimal Wear)	0.156	1.915	0.085	1	12.3	0.0017	14.215	11.7,17.111,13.923,13.913,14.43	StatTrak™ MP5-SD | Agent (Minimal Wear),StatTrak™ UMP-45 | Plastique (Factory New),StatTrak™ Five-SeveN | Buddy (Factory New),StatTrak™ P250 | Inferno (Factory New),StatTrak™ M249 | Aztec (Factory New)
149	Five-SeveN | Buddy (Field-Tested)	0.156	3.301	0.175	1	21.1	0.0029	24.401	15.015,35.09,23.098	MP9 | Hydra (Field-Tested),AUG | Death by Puppy (Factory New),P90 | Nostalgia (Minimal Wear)
224	StatTrak™ MAC-10 | Pipe Down (Well-Worn)	0.156	4.367	0.75	1	28.0	0.0039	32.367	24.95,27.105,45.045	StatTrak™ MP5-SD | Phosphor (Battle-Scarred),StatTrak™ UMP-45 | Momentum (Field-Tested),StatTrak™ Desert Eagle | Mecha Industries (Well-Worn)
572	StatTrak™ UMP-45 | Labyrinth (Field-Tested)	0.154	1.43	0.175	1	9.3	0.0013	10.73	4.056,8.248,15.405,15.21	StatTrak™ CZ75-Auto | Tigris (Field-Tested),StatTrak™ PP-Bizon | Osiris (Minimal Wear),StatTrak™ P250 | Supernova (Factory New),StatTrak™ Nova | Koi (Factory New)
353	StatTrak™ CZ75-Auto | Xiangliu (Minimal Wear)	0.151	90.569	0.1	1	599.0	0.0802	689.569	794.625,584.512	StatTrak™ AK-47 | Bloodsport (Factory New),StatTrak™ USP-S | Neo-Noir (Factory New)
382	StatTrak™ PP-Bizon | Jungle Slipstream (Field-Tested)	0.149	1.162	0.285	1	7.8	0.001	8.962	6.24,6.796,9.506,10.676,11.593	StatTrak™ UMP-45 | Scaffold (Field-Tested),StatTrak™ Galil AR | Crimson Tsunami (Field-Tested),StatTrak™ M249 | Emerald Poison Dart (Minimal Wear),StatTrak™ XM1014 | Seasons (Minimal Wear),StatTrak™ MAC-10 | Last Dive (Minimal Wear)
265	StatTrak™ CZ75-Auto | Eco (Minimal Wear)	0.14800000000000002	16.374000000000002	0.1	1	110.6	0.0145	126.97399999999999	204.75,55.282,120.89	StatTrak™ M4A1-S | Nightmare (Minimal Wear),StatTrak™ Sawed-Off | Devourer (Minimal Wear),StatTrak™ FAMAS | Eye of Athena (Factory New)
278	Nova | Toy Soldier (Minimal Wear)	0.147	6.723	0.085	1	45.7	0.006	52.423	77.513,40.95,38.805	M4A1-S | Nightmare (Minimal Wear),Sawed-Off | Devourer (Factory New),FAMAS | Eye of Athena (Factory New)
168	StatTrak™ Tec-9 | Bamboozle (Factory New)	0.147	24.935	0.015	1	170.0	0.0221	194.935	436.8,133.088,14.918	StatTrak™ AUG | Momentum (Factory New),StatTrak™ XM1014 | Incinegator (Minimal Wear),StatTrak™ R8 Revolver | Skull Crusher (Field-Tested)
98	MAG-7 | Justice (Minimal Wear)	0.147	30.825	0.08	1	210.0	0.0273	240.825	81.9,399.75	Glock-18 | Bullet Queen (Minimal Wear),M4A1-S | Player Two (Factory New)
252	SSG 08 | Hand Brake (Battle-Scarred)	0.146	2.7680000000000002	0.445	1	18.9	0.0025	21.668000000000003	20.924,14.635,29.445	AK-47 | Safety Net (Field-Tested),P250 | Vino Primo (Well-Worn),MP7 | Fade (Minimal Wear)
116	StatTrak™ Sawed-Off | Apocalypto (Field-Tested)	0.146	5.937	0.23	1	40.6	0.0053	46.537	30.995,86.58,22.035	StatTrak™ MAC-10 | Disco Tech (Field-Tested),StatTrak™ AK-47 | Phantom Disruptor (Minimal Wear),StatTrak™ MAG-7 | Justice (Field-Tested)
422	StatTrak™ Galil AR | Black Sand (Well-Worn)	0.146	1.255	0.815	1	8.6	0.0011	9.855	21.352,20.261,2.749,2.057,2.857	StatTrak™ USP-S | Cyrex (Well-Worn),StatTrak™ M4A1-S | Flashback (Battle-Scarred),StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred),StatTrak™ G3SG1 | Stinger (Battle-Scarred),StatTrak™ Nova | Gila (Field-Tested)
379	StatTrak™ MAC-10 | Last Dive (Field-Tested)	0.145	10.815	0.175	1	74.4	0.0096	85.215	127.237,70.005,58.402	StatTrak™ M4A1-S | Decimator (Minimal Wear),StatTrak™ AWP | Fever Dream (Minimal Wear),StatTrak™ CZ75-Auto | Xiangliu (Minimal Wear)
442	AUG | Aristocrat (Field-Tested)	0.145	2.43	0.155	1	16.8	0.0022	19.23	19.861,23.302,14.527	M4A4 | Desolate Space (Field-Tested),SCAR-20 | Bloodsport (Factory New),P2000 | Imperial Dragon (Minimal Wear)
364	StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear)	0.14400000000000002	17.715	0.08	1	123.0	0.0157	140.715	221.812,111.628,88.706	StatTrak™ M4A1-S | Decimator (Factory New),StatTrak™ AWP | Fever Dream (Factory New),StatTrak™ CZ75-Auto | Xiangliu (Factory New)
500	StatTrak™ XM1014 | Teclu Burner (Factory New)	0.142	43.918	0.01	1	310.0	0.0389	353.918	370.481,535.762,155.512	StatTrak™ AK-47 | Point Disarray (Factory New),StatTrak™ G3SG1 | The Executioner (Minimal Wear),StatTrak™ P90 | Shapewood (Factory New)
447	StatTrak™ PP-Bizon | Harvester (Minimal Wear)	0.142	2.012	0.115	1	14.2	0.0018	16.212	23.302,15.385,8.931,12.188,21.255	StatTrak™ AWP | Phobos (Factory New),StatTrak™ R8 Revolver | Reboot (Minimal Wear),StatTrak™ Sawed-Off | Limelight (Minimal Wear),StatTrak™ AUG | Aristocrat (Minimal Wear),StatTrak™ P90 | Chopper (Factory New)
459	StatTrak™ MAC-10 | Carnivore (Well-Worn)	0.142	0.993	0.68	1	7.0	0.0009	7.992999999999999	14.527,4.114,3.022,8.716,9.584	StatTrak™ AWP | Phobos (Field-Tested),StatTrak™ R8 Revolver | Reboot (Battle-Scarred),StatTrak™ Sawed-Off | Limelight (Battle-Scarred),StatTrak™ AUG | Aristocrat (Well-Worn),StatTrak™ P90 | Chopper (Well-Worn)
480	StatTrak™ Five-SeveN | Triumvirate (Minimal Wear)	0.141	26.595	0.09	1	189.0	0.0235	215.595	281.287,136.5,228.998	StatTrak™ Desert Eagle | Kumicho Dragon (Factory New),StatTrak™ AWP | Elite Build (Minimal Wear),StatTrak™ Nova | Hyper Beast (Factory New)
620	M4A1-S | VariCamo (Field-Tested)	0.141	8.7	0.17	1	61.5	0.0077	70.2	70.2	P2000 | Amber Fade (Factory New)
622	AUG | Colony (Battle-Scarred)	0.14	5.455	0.445	1	38.9	0.0048	44.355	17.803,73.125,17.55,15.795,97.5	Glock-18 | Groundwater (Well-Worn),SSG 08 | Tropical Storm (Well-Worn),Negev | CaliCamo (Field-Tested),SG 553 | Gator Mesh (Field-Tested),MP7 | Orange Peel (Well-Worn)
528	StatTrak™ FAMAS | Djinn (Field-Tested)	0.14	20.714000000000002	0.155	1	148.4	0.0183	169.114	193.05,145.178	StatTrak™ M4A1-S | Hyper Beast (Field-Tested),StatTrak™ MAC-10 | Neon Rider (Factory New)
69	StatTrak™ M4A4 | Tooth Fairy (Field-Tested)	0.14	39.974000000000004	0.21	1	285.9	0.0354	325.874	428.512,223.236	StatTrak™ Desert Eagle | Printstream (Field-Tested),StatTrak™ AK-47 | Legion of Anubis (Minimal Wear)
254	Sawed-Off | Devourer (Field-Tested)	0.14	17.865	0.185	1	127.4	0.0158	145.265	204.75,85.781	AK-47 | Neon Rider (Minimal Wear),Desert Eagle | Code Red (Field-Tested)
